Neighborhood,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,FixedLotFrontage,FixedLotArea,FixedMasVnrArea,FixedTotalBsmtSF,Fixed1stFlrSF,Fixed2ndFlrSF,FixedLowQualFinSF,FixedGrLivArea,FixedBsmtFullBath,FixedBsmtHalfBath,FixedFullBath,FixedHalfBath,FixedBedroomAbvGr,FixedKitchenAbvGr,FixedTotRmsAbvGrd,FixedFireplaces,FixedGarageYrBlt,FixedGarageCars,FixedGarageArea,FixedWoodDeckSF,FixedOpenPorchSF,FixedEnclosedPorch,Fixed3SsnPorch,FixedScreenPorch,FixedPoolArea,FixedMiscVal,FixedYrSold,FixedSalePrice,YearsSinceBuilt,YearsSinceRemodel,SafetyScore,BicycleFriendlyScore,WalkabilityScore,SchoolingScore,HouseholdIncomeScore,DesirabilityScore
CollgCr,397,20,RL,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GasA,TA,Y,null,TA,Typ,NA,Detchd,RFn,TA,TA,Y,NA,NA,NA,9,WD,Normal,60,7200,0,894,894,0,0,894,0,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,0,0,2009,123000,37,37,3,1,1,3,2,3
NAmes,398,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,7590,288,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962,1,264,0,168,0,0,0,0,0,2007,169500,45,45,3,2,1,4,2,2
IDOTRR,399,30,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,GasA,Gd,Y,null,TA,Maj2,NA,Detchd,Unf,Po,Po,N,NA,NA,NA,11,WD,Abnorml,60,8967,0,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,0,0,2007,67000,87,57,1,2,2,4,1,1
Somerst,400,60,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,65,8125,100,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,0,0,2009,241000,3,2,2,2,1,5,3,3
Veenker,401,120,RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,12,WD,Normal,38,14963,0,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996,2,500,120,30,0,0,224,0,0,2008,245500,12,12,1,1,1,2,3,3
CollgCr,402,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,New,Partial,65,8767,0,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005,2,400,0,0,0,0,0,0,0,2006,164990,1,1,3,1,1,3,2,3
Sawyer,403,30,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,N,NA,GdPrv,NA,8,WD,Normal,60,10200,0,672,672,0,0,672,0,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,0,0,2008,108000,68,11,3,2,1,2,2,1
NoRidge,404,60,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,7,WD,Abnorml,93,12090,650,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998,2,420,144,123,0,0,0,0,0,2006,258000,8,8,3,2,1,5,3,3
Gilbert,405,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,69,10364,0,806,806,766,0,1572,0,0,2,1,3,1,7,1,1995,2,373,0,40,0,0,0,0,0,2007,168000,12,11,3,3,1,4,3,3
Sawyer,406,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Min1,TA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,6,WD,Normal,69,9991,0,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,1993,2,490,120,78,0,0,0,0,0,2009,150000,33,16,3,2,1,2,2,1
SWISU,407,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,GasA,Ex,Y,null,TA,Maj2,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,3,WD,Normal,51,10480,0,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,0,0,2008,115000,72,58,1,2,4,4,1,2
Crawfor,408,70,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,3,WD,Normal,63,15576,0,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,0,0,2008,177000,93,32,2,4,4,4,2,3
NridgHt,409,60,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,New,Partial,109,14154,350,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,3,947,192,62,0,0,0,0,0,2007,280000,1,1,3,3,1,5,3,3
Somerst,410,60,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,4,New,Partial,85,10800,100,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008,3,836,0,102,0,0,0,0,0,2008,339750,1,0,2,2,1,5,3,3
Edwards,411,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,BrkComm,Brk Cmn,None,TA,Fa,CBlock,TA,Fa,No,GasA,TA,Y,null,TA,Mod,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,COD,Abnorml,68,9571,0,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1958,1,350,0,0,0,0,0,0,0,2009,60000,51,51,2,2,2,3,2,1
Gilbert,412,190,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,GasA,TA,N,null,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,1,WD,Normal,100,34650,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,1955,2,572,264,0,0,0,0,0,0,2006,145000,51,51,3,3,1,4,3,3
Somerst,413,20,FV,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,New,Partial,69,4403,432,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2009,2,484,0,144,0,0,0,0,0,2010,222000,1,1,2,2,1,5,3,3
OldTown,414,30,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,3,WD,Normal,56,8960,0,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,2,360,0,0,130,0,0,0,0,2010,115000,83,60,1,4,2,4,2,1
SawyerW,415,60,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,12,WD,Normal,59,11228,0,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,0,0,2008,228000,15,15,3,1,1,2,2,3
Gilbert,416,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,8,New,Partial,73,8899,0,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,2,396,100,30,0,0,0,0,0,2007,181134,0,0,3,3,1,4,3,3
Sawyer,417,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,3,WD,Normal,74,7844,203,672,672,728,0,1400,0,0,1,1,3,1,6,1,1978,2,440,0,0,0,0,0,0,0,2006,149500,28,28,3,2,1,2,2,1
Crawfor,418,70,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,GasW,TA,N,null,TA,Typ,Gd,Detchd,Unf,TA,TA,N,NA,NA,NA,11,WD,Normal,86,22420,0,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,2007,239000,89,57,2,4,4,4,2,3
Edwards,419,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,GasA,Fa,N,null,TA,Typ,NA,Detchd,Unf,TA,TA,P,NA,NA,NA,4,WD,AdjLand,60,8160,0,756,756,378,0,1134,1,0,1,1,3,1,7,0,1940,1,240,0,0,0,0,0,0,0,2007,126000,67,57,2,2,2,3,2,1
NAmes,420,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,65,8450,0,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1968,1,304,0,85,184,0,0,0,0,2010,142000,42,42,3,2,1,4,2,2
Mitchel,421,90,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,null,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,11,WD,Alloca,78,7060,200,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,2008,206300,11,10,3,2,1,4,2,2
NWAmes,422,20,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,16635,126,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,1977,2,529,240,0,0,0,0,0,0,2009,215000,32,9,3,2,1,1,3,3
Mitchel,423,20,RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,RFn,TA,TA,N,NA,NA,NA,2,WD,Normal,100,21750,0,988,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2008,113000,54,54,3,2,1,4,2,2
NoRidge,424,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,80,9200,473,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998,3,696,0,66,0,0,0,0,0,2008,315000,10,10,3,2,1,5,3,3
NAmes,425,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,72,9000,74,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1956,1,297,0,44,0,0,0,0,0,2008,139000,52,52,3,2,1,4,2,2
OldTown,426,60,RM,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,P,NA,NA,NA,9,WD,Normal,60,3378,0,651,707,682,0,1389,0,0,1,1,3,1,6,2,1947,1,240,0,0,126,0,0,0,0,2009,135000,63,17,1,4,2,4,2,1
SawyerW,427,80,RL,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,8,WD,Normal,69,12800,145,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,1989,2,569,80,0,0,0,396,0,0,2009,275000,20,20,3,1,1,2,2,3
NAmes,428,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,77,8593,0,907,907,0,0,907,0,0,1,0,3,1,5,0,1964,1,352,0,0,0,0,0,0,0,2008,109008,51,51,3,2,1,4,2,2
CollgCr,429,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,9,New,Partial,64,6762,108,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2007,2,628,105,54,0,0,0,0,0,2007,195400,0,0,3,1,1,3,2,3
Timber,430,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,GasA,TA,Y,null,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,3,WD,Normal,130,11457,0,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,1988,2,576,0,0,169,0,0,0,0,2009,175000,21,21,3,2,1,4,3,3
BrDale,431,160,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,COD,Abnorml,21,1680,232,483,483,504,0,987,0,0,1,1,2,1,4,0,1971,1,264,0,0,0,0,0,0,0,2008,85400,37,37,3,2,1,1,2,2
OldTown,432,50,RM,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,NA,NA,NA,NA,N,NA,MnPrv,NA,9,ConLD,Abnorml,60,5586,0,901,1088,110,0,1198,0,0,1,0,4,1,7,0,1980,0,0,0,98,0,0,0,0,0,2008,79900,88,10,1,4,2,4,2,1
BrDale,433,160,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Min1,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,8,WD,Normal,24,1920,376,765,765,600,0,1365,1,0,1,1,2,1,6,0,1971,2,440,240,36,0,0,0,0,0,2007,122500,36,36,3,2,1,1,2,2
Gilbert,434,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,100,10839,0,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,0,0,2008,181000,11,10,3,3,1,4,3,3
MeadowV,435,180,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,GasA,Gd,Y,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,6,WD,Normal,21,1890,0,630,630,0,0,630,1,0,1,0,1,1,3,0,1980,0,0,88,0,0,0,0,0,0,2008,81000,36,36,3,2,1,4,2,2
CollgCr,436,60,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,4,ConLw,Normal,43,10667,0,799,827,834,0,1661,1,0,2,1,3,1,6,1,1996,2,550,158,61,0,0,0,0,0,2009,212000,13,13,3,1,1,3,2,3
OldTown,437,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,10,WD,Normal,40,4400,0,648,734,384,0,1118,0,0,1,0,2,1,6,0,1990,2,440,0,0,0,0,0,0,0,2006,116000,86,56,1,4,2,4,2,1
BrkSide,438,45,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,1,WD,Normal,50,6000,0,884,904,0,0,904,0,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,0,0,2009,119000,83,5,3,4,2,4,3,2
Crawfor,439,30,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,GasA,TA,N,null,Gd,Typ,Gd,Detchd,Unf,Gd,TA,P,NA,MnPrv,NA,3,WD,Normal,40,4280,0,440,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,0,0,2007,90350,94,5,2,4,4,4,2,3
Edwards,440,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,GasA,Gd,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,Shed,8,ConLI,Normal,67,12354,0,684,684,512,0,1196,0,0,1,0,3,1,7,0,2005,2,528,0,46,0,0,0,0,800,2009,110000,89,9,2,2,2,3,2,1
NridgHt,441,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,4,WD,Normal,105,15431,200,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,2008,3,672,0,72,0,0,170,0,0,2009,555000,1,1,3,3,1,5,3,3
Edwards,442,90,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,N,null,Fa,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,9,WD,Normal,92,12108,270,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,1980,0,0,0,0,0,0,0,0,0,2008,118000,53,53,2,2,2,3,2,1
BrkSide,443,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,P,NA,NA,NA,6,WD,Normal,52,6240,0,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,2,360,0,0,0,0,0,0,0,2008,162900,78,16,3,4,2,4,3,2
Blmngtn,444,120,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,New,Partial,53,3922,72,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,3,648,144,16,0,0,0,0,0,2007,172500,1,0,3,3,1,1,3,3
CollgCr,445,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,70,8750,0,915,933,975,0,1908,1,0,2,1,4,1,8,1,1994,2,493,144,133,0,0,0,0,0,2008,210000,14,13,3,1,1,3,2,3
Edwards,446,20,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Fa,Y,null,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,11,COD,Normal,73,9855,0,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,1956,2,480,0,0,0,0,0,0,0,2009,127500,53,53,2,2,2,3,2,1
NAmes,447,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,PosA,Norm,1Fam,1Story,6,6,Gable,CompShg,BrkFace,Plywood,None,Gd,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,Gd,Mod,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,137,16492,0,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,2,578,0,0,0,0,0,0,0,2010,190000,44,8,3,2,1,4,2,2
Gilbert,448,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,11214,0,930,956,930,0,1886,0,0,2,1,4,1,10,1,1998,2,431,89,0,0,0,0,0,0,2006,199900,8,7,3,3,1,4,3,3
IDOTRR,449,50,RM,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,N,NA,NA,NA,6,WD,Normal,50,8600,0,780,780,596,0,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,0,0,2006,119500,69,56,1,2,2,4,1,1
OldTown,450,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,3,7,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,50,6000,0,649,679,504,0,1183,0,0,1,1,2,1,6,0,1981,1,308,0,176,0,0,0,0,0,2007,120000,59,5,1,4,2,4,2,1
